"chamber_ID","site","treatment","chamber","month","day","year","date","days.post.fert","fert.added","LU","N2O_mg_N_m2_h","N2O_m","N2O_r2","CO2_m","CO2_r2","CH4_m","CH4_r2"
"T15_160_C_2","T15","160","C","2","16","2017","2/16/2017","2","1",NA,0.0159099858909215,0.00157332883187036,0.11870652297123,27.5218203241053,0.985767174956677,-0.00544627503938779,-0.431831884614788
"T15_160_D_2","T15","160","D","2","16","2017","2/16/2017","2","1",NA,0.0192270216547638,0.00205786630654963,0.92667156031113,33.6612848975917,0.978732042781623,-0.0158216295295971,0.575754646007267
"T15_160_E_2","T15","160","E","2","16","2017","2/16/2017","2","1",NA,0.0617079117798263,0.00676846725185685,0.915903566964237,27.5619402880936,0.975627652718139,0.00434375422012154,-0.426076742602479
"T27_80_A_7","T27","80","A","2","16","2017","2/16/2017","7","1","1",0.261141373324797,0.0283593333333333,0.997761151626151,39.949428,0.995913307321539,-0.0121726666666667,0.878511842184206
"T27_80_B_7","T27","80","B","2","16","2017","2/16/2017","7","1","1",0.272368140151487,0.0285066666666667,0.962320481174626,41.9134346666666,0.999350379994446,-0.000490000000000007,-0.45613607742168
"T27_80_C_7","T27","80","C","2","16","2017","2/16/2017","7","1","1",0.180833440340039,0.0205306666666667,0.991249926804986,26.75885,0.999832520536704,-0.00538266666666665,-0.343356909948522
"T27_80_D_7","T27","80","D","2","16","2017","2/16/2017","7","1","1",0.275850408219508,0.0289366666666667,0.997672661768829,43.4547953333333,0.998946927477405,0.00416666666666667,-0.412843870210382
"T27_80_E_7","T27","80","E","2","16","2017","2/16/2017","7","1","1",0.501743898196484,0.0526926666666667,0.99752207119839,34.58982,0.999187455782428,0.00823866666666667,0.00259766450742394
"T27_120_A_7","T27","120","A","2","16","2017","2/16/2017","7","1",NA,0.823097436643318,0.0924273333333333,0.99720672182992,40.5540146666667,0.997168464076202,0.00539599999999999,-0.19724714321998
"T27_120_B_7","T27","120","B","2","16","2017","2/16/2017","7","1",NA,1.16857965072852,0.120263333333333,0.99651879607205,34.5816346666667,0.977954325376701,-0.00483133333333332,-0.38023358312633
"T27_120_C_7","T27","120","C","2","16","2017","2/16/2017","7","1",NA,1.04471232104427,0.116044,0.999240288694951,26.060816,0.966850643822276,-0.0191973333333333,0.303639925883006
"T27_120_D_7","T27","120","D","2","16","2017","2/16/2017","7","1",NA,0.273014786396464,0.0288026666666667,0.970342859877813,20.5976106666667,0.995797023278386,0.00378466666666666,-0.169077368000151
"T27_120_E_7","T27","120","E","2","16","2017","2/16/2017","7","1",NA,1.19374146586505,0.125081333333333,0.999273424857938,27.0191786666667,0.989975598845416,-0.0113886666666667,-0.298391810189992
"T27_160_A_7","T27","160","A","2","16","2017","2/16/2017","7","1",NA,0.904878476523955,0.0972393333333333,0.997120687772662,28.97242,0.973571421826435,0.0215926666666666,0.00597341115675476
"T27_160_B_7","T27","160","B","2","16","2017","2/16/2017","7","1",NA,1.55136621872217,0.167490666666667,0.986460446301395,38.0087186666667,0.993829735013816,0.00892066666666664,0.165951722774261
"T27_160_C_7","T27","160","C","2","16","2017","2/16/2017","7","1",NA,0.798252020522732,0.0889886666666666,0.96180829752992,18.5347786666667,0.978140038310875,0.00460066666666666,-0.202560164251298
"T27_160_D_7","T27","160","D","2","16","2017","2/16/2017","7","1",NA,1.60491206218899,0.166652666666667,0.995937693682445,20.1680226666667,0.984966974599569,0.0521193333333333,0.756214151997797
"T27_160_E_7","T27","160","E","2","16","2017","2/16/2017","7","1",NA,0.506697464890383,0.0569673333333333,0.967618623626602,25.5511766666667,0.993393182062891,0.0120053333333333,-0.145057745746742
"T15_80_A_3","T15","80","A","2","17","2017","2/17/2017","3","1","1",0.192554420896504,0.019032,0.998472573035314,26.0480253333333,0.998365399748925,0.00309333333333332,-0.421780648955349
"T15_80_B_3","T15","80","B","2","17","2017","2/17/2017","3","1","1",0.0849850568445335,0.00833666666666666,0.999717751006517,39.5821966666667,0.995007760422903,-0.00779733333333334,0.727549810993055
"T15_80_C_3","T15","80","C","2","17","2017","2/17/2017","3","1","1",0.138577534903639,0.0136673333333333,0.99087938995726,26.5084306666667,0.986427983813344,-0.000607333333333345,-0.361210648219117
"T15_120_A_3","T15","120","A","2","17","2017","2/17/2017","3","1",NA,0.0601741930929211,0.006182,0.991679377990804,38.8018726666667,0.987093932777012,0.0114646666666667,0.993334779184888
"T15_120_B_3","T15","120","B","2","17","2017","2/17/2017","3","1",NA,0.0300651467002602,0.002962,0.996851192574984,20.6304086666667,0.973381753978613,0.0400853333333333,0.502085583756759
"T15_120_C_3","T15","120","C","2","17","2017","2/17/2017","3","1",NA,0.0372201731956014,0.00362,0.995828049765567,29.7407366666667,0.983242655923268,-0.0171166666666667,0.90254153945525
"T15_160_A_3","T15","160","A","2","17","2017","2/17/2017","3","1",NA,0.0405210106881694,0.00397066666666667,0.987667027696808,26.2307993333333,0.998675479348042,-0.00796333333333334,0.28022400287731
"T15_160_B_3","T15","160","B","2","17","2017","2/17/2017","3","1",NA,0.0351222901280986,0.003498,0.923738114187576,24.6277106666667,0.980395020976142,-0.00685266666666668,-0.139375618310578
"T15_160_C_3","T15","160","C","2","17","2017","2/17/2017","3","1",NA,0.0380921992684789,0.00373266666666666,0.934011275830916,17.806702,0.991273978666661,-0.017404,0.316007611756425
"T15_80_A_5","T15","80","A","2","19","2017","2/19/2017","5","1","1",0.0606461067640788,0.00578733333333333,0.893997166985273,5.71047199999999,0.852111191631391,-0.00363933333333336,0.435435234779989
"T15_80_B_5","T15","80","B","2","19","2017","2/19/2017","5","1","1",0.0809126183241541,0.00876666666666666,0.938340884633953,19.6789493333333,0.998567047989221,0.006022,0.0744867134558862
"T15_80_C_5","T15","80","C","2","19","2017","2/19/2017","5","1","1",0.321578446686217,0.0341526666666667,0.994563297629367,21.148536,0.956007731619236,-0.00765999999999999,-0.385327958836087
"T15_80_D_5","T15","80","D","2","19","2017","2/19/2017","5","1","1",0.123561309333994,0.0128826666666667,0.994354510085568,27.9560873333333,0.998143356286723,0.00571133333333333,0.116598584167417
"T15_80_E_5","T15","80","E","2","19","2017","2/19/2017","5","1","1",0.245797435582746,0.0249986666666667,0.978638665340637,22.4387173333333,0.991393036413105,0.00059133333333334,-0.493160153560081
"T15_120_A_5","T15","120","A","2","19","2017","2/19/2017","5","1",NA,0.0283876833174003,0.00290333333333333,0.980162037721797,1.88056333333333,0.995536779233767,-0.0190466666666667,0.150306153634978
"T15_120_B_5","T15","120","B","2","19","2017","2/19/2017","5","1",NA,0.192177598360411,0.0214853333333333,0.992306490125188,29.2668046666667,0.998960445738158,0.000789333333333335,-0.464228645812246
"T15_120_C_5","T15","120","C","2","19","2017","2/19/2017","5","1",NA,0.182191291137363,0.0192373333333333,0.99060636761589,19.324002,0.988336168727117,-0.0897713333333333,0.420522654884704
"T15_120_D_5","T15","120","D","2","19","2017","2/19/2017","5","1",NA,0.246431312009658,0.0256346666666667,0.986608329714175,15.834492,0.986334136899873,-0.0119633333333333,0.0668580777054177
"T15_120_E_5","T15","120","E","2","19","2017","2/19/2017","5","1",NA,0.116702199048074,0.0130153333333333,0.995180063697215,18.9665453333333,0.996791709409081,-0.00902466666666666,0.17067293399451
"T15_160_A_5","T15","160","A","2","19","2017","2/19/2017","5","1",NA,0.139392888051679,0.0143853333333333,0.997890465142823,19.7821626666667,0.978211154478591,-0.00180066666666668,-0.481158872029338
"T15_160_B_5","T15","160","B","2","19","2017","2/19/2017","5","1",NA,0.0971858907716815,0.0104553333333333,0.985588893463889,22.7093253333333,0.99837901277367,0.000593999999999997,-0.498160211549604
"T15_160_C_5","T15","160","C","2","19","2017","2/19/2017","5","1",NA,0.216233782577425,0.02214,0.97362161650146,20.18666,0.975612292845708,0.01991,0.492215175964944
"T15_160_D_5","T15","160","D","2","19","2017","2/19/2017","5","1",NA,0.18264110192348,0.018806,0.687449568314005,15.274482,0.994162898256002,-0.005,0.15971147679825
"T15_160_E_5","T15","160","E","2","19","2017","2/19/2017","5","1",NA,0.148457242962305,0.0166586666666667,0.934105495201291,14.4038593333333,0.753124592317556,0.0121586666666667,-0.427428703656755
"harvest_harvest_A_2_20_2017","harvest","harvest","A","2","20","2017","2/20/2017",NA,NA,"1",0.0257881023886565,0.00250466666666667,0.862802429574304,22.6452306666667,0.980038305700813,0.001022,-0.487445965162252
"harvest_harvest_B_2_20_2017","harvest","harvest","B","2","20","2017","2/20/2017",NA,NA,"1",0.0989258812793549,0.0101306666666667,0.964223273641526,22.60931,0.997575777696725,0.00426999999999999,-0.15063318013628
"harvest_harvest_C_2_20_2017","harvest","harvest","C","2","20","2017","2/20/2017",NA,NA,"1",0.0614971094867048,0.00654466666666666,0.983399730995703,32.4010646666667,0.992916897440957,0.0202966666666667,0.56224548117911
"harvest_harvest_D_2_20_2017","harvest","harvest","D","2","20","2017","2/20/2017",NA,NA,"1",0.0541450316246574,0.00556333333333333,0.997431924201876,17.522726,0.961314502992749,-0.000290666666666664,-0.499379142674121
"harvest_harvest_E_2_20_2017","harvest","harvest","E","2","20","2017","2/20/2017",NA,NA,"1",0.0110744864856372,0.001152,0.455453730961217,15.069688,0.938187573308673,-0.00348733333333332,-0.343132767884448
"planted_planted_A_2_20_2017","planted","planted","A","2","20","2017","2/20/2017",NA,NA,"1",0.112073684963748,0.010622,0.99492690412753,29.31301,0.994456775726735,-0.00549066666666667,-0.0864742647883614
"planted_planted_B_2_20_2017","planted","planted","B","2","20","2017","2/20/2017",NA,NA,"1",0.0611253388327523,0.00550133333333333,0.96022863700994,19.960174,0.985474854060725,0.010372,0.0160515334834577
"planted_planted_C_2_20_2017","planted","planted","C","2","20","2017","2/20/2017",NA,NA,"1",0.120200915864196,0.0117846666666667,0.850992812822304,25.4876546666667,0.990499003112701,0.0198453333333333,0.793296597970199
"planted_planted_D_2_20_2017","planted","planted","D","2","20","2017","2/20/2017",NA,NA,"1",0.0814689807642097,0.00798733333333333,0.967140345791291,27.513152,0.996564107382504,0.00463999999999999,-0.254391285363224
"planted_planted_E_2_20_2017","planted","planted","E","2","20","2017","2/20/2017",NA,NA,"1",0.0501609529556426,0.00487066666666666,0.941501712703025,27.1940046666667,0.983641842847965,-0.00838066666666667,-0.30626799355165
"T27_80_A_12","T27","80","A","2","21","2017","2/21/2017","12","1","1",0.067692709133998,0.00588666666666666,0.988301104912615,10.5431686666667,0.995630485756355,0.00129200000000002,-0.484993863849537
"T27_80_B_12","T27","80","B","2","21","2017","2/21/2017","12","1","1",0.0390911679299396,0.00390666666666667,0.995400522917258,24.1501273333333,0.994845481269054,0.050552,0.356105393477203
"T27_80_C_12","T27","80","C","2","21","2017","2/21/2017","12","1","1",0.128400439335572,0.0129473333333333,0.999660391301606,16.483992,0.997994967862442,0.00049133333333333,-0.499081555239148
"T27_80_D_12","T27","80","D","2","21","2017","2/21/2017","12","1","1",0.106516486810195,0.0110766666666667,0.998657844087805,24.1470706666667,0.991017410148735,0.001364,-0.443896684125908
"T27_80_E_12","T27","80","E","2","21","2017","2/21/2017","12","1","1",0.034621290830065,0.00365533333333333,0.643090401866768,20.5400133333333,0.999167432739603,0.00373,-0.402154997167079
"T27_120_A_12","T27","120","A","2","21","2017","2/21/2017","12","1",NA,0.205644969342398,0.021213,0.790117972720702,17.201034,0.880783709581595,0.0110463333333333,-0.226701283265729
"T27_120_B_12","T27","120","B","2","21","2017","2/21/2017","12","1",NA,0.319343727698543,0.029872,0.982954508288903,11.8715616666667,0.984094746640657,0.00674833333333333,0.541596393137886
"T27_120_C_12","T27","120","C","2","21","2017","2/21/2017","12","1",NA,0.23427448086359,0.022754,0.990990938480385,16.2856186666667,0.982129585416413,0.00163699999999999,-0.497095426087718
"T27_120_D_12","T27","120","D","2","21","2017","2/21/2017","12","1",NA,0.370966849325068,0.0360693333333333,0.990439165573674,18.238505,0.993312313023469,-0.00781433333333332,0.00175061347044947
"T27_120_E_12","T27","120","E","2","21","2017","2/21/2017","12","1",NA,0.190526177245154,0.0209796666666667,0.997336257782174,21.790925,0.995727574258198,-0.00579433333333332,-0.465786501362832
"T27_160_A_12","T27","160","A","2","21","2017","2/21/2017","12","1",NA,0.800853821422425,0.075575,0.881755434094226,21.892138,0.980859882840804,0.0125486666666666,0.202518961530399
"T27_160_B_12","T27","160","B","2","21","2017","2/21/2017","12","1",NA,0.516690384316512,0.051068,0.994357349316428,16.4929833333333,0.972146506613289,0.006298,-0.140507231259689
"T27_160_C_12","T27","160","C","2","21","2017","2/21/2017","12","1",NA,0.875138803520403,0.09017,0.994925053981864,16.1855573333333,0.955387630016849,-0.00849466666666665,-0.0405615348315886
"T27_160_D_12","T27","160","D","2","21","2017","2/21/2017","12","1",NA,0.846688176952957,0.0835,0.99014415411411,16.113764,0.979048290530621,-0.00162066666666668,-0.486276106109884
"T27_160_E_12","T27","160","E","2","21","2017","2/21/2017","12","1",NA,0.238857045293727,0.0258886666666667,0.852096657706428,12.4516706666667,0.995970299533785,0.0140693333333333,-0.455439099843171
"torre de soja_soy_A_2_21_2017","torre de soja","soy","A","2","21","2017","2/21/2017",NA,NA,"1",0.0249797922054515,0.00294666666666666,0.471164309031555,56.10159,0.980071263297681,-0.00704666666666672,-0.987487907462836
"torre de soja_soy_B_2_21_2017","torre de soja","soy","B","2","21","2017","2/21/2017",NA,NA,"1",0.0324743690431873,0.004022,0.194614588798215,57.0017373333333,0.983385755069006,0.0242866666666667,0.878381375740718
"torre de soja_soy_C_2_21_2017","torre de soja","soy","C","2","21","2017","2/21/2017",NA,NA,"1",-0.0105534787056806,-0.001178,0.0342667972455233,32.425474,0.911185396225315,0.00588866666666666,-0.38743423693521
"torre de soja_soy_D_2_21_2017","torre de soja","soy","D","2","21","2017","2/21/2017",NA,NA,"1",0.0079204320447435,0.000923333333333329,-0.0551313942319536,39.4481666666667,0.938219769952051,0.00480666666666663,0.575731764798606
"torre de soja_soy_E_2_21_2017","torre de soja","soy","E","2","21","2017","2/21/2017",NA,NA,"1",0.0549125948351675,0.00652066666666666,0.955156230709617,21.7619646666667,0.994232729257141,-0.0171093333333333,0.245246250989358
"T18_80_A_14","T18","80","A","2","22","2017","2/22/2017","14","1","1",0.0206362146426822,0.002002,0.82782651203676,21.9141153333333,0.861445237154712,-0.000941333333333325,-0.499395644653826
"T18_80_B_14","T18","80","B","2","22","2017","2/22/2017","14","1","1",0.0550346294101551,0.00485952380952381,0.402206117167487,21.647839047619,0.998639160898655,0.00304047619047618,-0.946205204114774
"T18_80_C_14","T18","80","C","2","22","2017","2/22/2017","14","1","1",0.0200461634304652,0.00179666666666667,0.971070862175941,25.7406966666667,0.99715661486577,0.018596,0.179724715861484
"T18_120_A_14","T18","120","A","2","22","2017","2/22/2017","14","1",NA,0.0514522545453135,0.00501333333333333,0.959209010235808,17.928604,0.989920778502222,0.00626666666666667,-0.100334688789964
"T18_120_B_14","T18","120","B","2","22","2017","2/22/2017","14","1",NA,0.212501293154601,0.0216733333333333,0.991858427860535,21.24021,0.975492175905695,-0.00138666666666669,-0.999714930836135
"T18_120_C_14","T18","120","C","2","22","2017","2/22/2017","14","1",NA,0.147942963268701,0.014494,0.859190482718893,18.6665846666667,0.969647760001818,0.0682386666666667,0.821619756751712
"T18_160_A_14","T18","160","A","2","22","2017","2/22/2017","14","1",NA,0.157076245848314,0.0150106666666667,0.847067790128661,20.4631066666667,0.902161318093341,-0.00602200000000001,-0.486306322287156
"T18_160_C_14","T18","160","C","2","22","2017","2/22/2017","14","1",NA,0.228047407022406,0.0225393333333333,-0.0558766671381972,25.7313006666667,0.897496022760672,0.00774733333333333,-0.0582478914514062
"app2_forest_A_2_22_2017","app2","forest","A","2","22","2017","2/22/2017",NA,NA,"1",-0.118336201303095,-0.014648,-0.0121038371613418,31.0006046666667,0.950718987099722,-0.0214093333333334,-0.271378043749403
"app2_forest_B_2_22_2017","app2","forest","B","2","22","2017","2/22/2017",NA,NA,"1",-0.0182150054674866,-0.00221466666666667,-0.187833797004126,42.9268576666666,0.959715736948306,0.0125583333333333,0.5728824824309
"app2_forest_C_2_22_2017","app2","forest","C","2","22","2017","2/22/2017",NA,NA,"1",-0.0524179267493955,-0.00628733333333333,0.766882785394801,26.5259233333333,0.98918245937906,-0.0264353333333333,0.13083007806145
"area2_forest_A_2_22_2017","area2","forest","A","2","22","2017","2/22/2017",NA,NA,"1",-0.0369818177007739,-0.00357666666666667,0.647581610503621,35.6476856666667,0.976585712243438,0.00227100000000001,-0.388959743939089
"area2_forest_B_2_22_2017","area2","forest","B","2","22","2017","2/22/2017",NA,NA,"1",0.0144049111032995,0.001361,-0.466121544579282,37.1891423333333,0.986514272346474,-0.0185076666666667,-0.0177831483384443
"area2_forest_C_2_22_2017","area2","forest","C","2","22","2017","2/22/2017",NA,NA,"1",0.0361449054706923,0.00343666666666667,0.878790645982578,30.0581273333333,0.974742368577032,0.007716,0.077604170671594
"area2_soy_A_2_22_2017","area2","soy","A","2","22","2017","2/22/2017",NA,NA,"1",0.00442422665505711,0.000492000000000004,-0.470428004578239,28.7787886666667,0.994657115459684,-0.015164,-0.280506865472657
"area2_soy_B_2_22_2017","area2","soy","B","2","22","2017","2/22/2017",NA,NA,"1",0.00599330377938484,0.000704000000000001,0.522122823098076,9.59267533333333,0.930600061335156,0.018042,-0.28480295000509
"area2_soy_C_2_22_2017","area2","soy","C","2","22","2017","2/22/2017",NA,NA,"1",0.0091751266453841,0.00109933333333334,0.368100695216701,20.5844866666667,0.992616777001937,-0.045176,0.403036871216811
"mutum_soy_A_2_22_2017","mutum","soy","A","2","22","2017","2/22/2017",NA,NA,"1",0.00155350266166373,0.000183333333333328,-0.681779928466237,46.4866533333333,0.999452542541086,0.0071133333333333,-0.186098654708518
"mutum_soy_B_2_22_2017","mutum","soy","B","2","22","2017","2/22/2017",NA,NA,"1",0.00664618451455776,0.000698000000000001,0.741576970268993,19.7155666666667,0.981087291554997,-0.0211893333333333,0.780434876732706
"mutum_soy_C_2_22_2017","mutum","soy","C","2","22","2017","2/22/2017",NA,NA,"1",-0.00419223098158677,-0.000460000000000002,-0.380298687584854,28.0454393333333,0.995248649460962,0.005298,0.315914987486164
"T15_80_A_16","T15","80","A","3","2","2017","3/2/2017","16","1","1",0.0367875456552005,0.004224,0.886144116546209,17.768876,0.972450807684602,-0.000259999999999991,-0.499140534624758
"T15_80_B_16","T15","80","B","3","2","2017","3/2/2017","16","1","1",0.0235983563917293,0.00277733333333333,0.695521158427826,27.997632,0.997592979962356,-0.00147066666666667,-0.437898349923484
"T15_80_C_16","T15","80","C","3","2","2017","3/2/2017","16","1","1",0.0177835782297322,0.00223,0.460582220211415,25.985416,0.996404677863984,-0.000535333333333317,-0.499117813484541
"T15_120_A_16","T15","120","A","3","2","2017","3/2/2017","16","1",NA,0.0249032240652871,0.0027,0.392482093226223,24.709826,0.914759886204756,-0.0219586666666667,0.498955113014299
"T15_120_B_16","T15","120","B","3","2","2017","3/2/2017","16","1",NA,-0.014339268215472,-0.00158933333333333,-0.0812782109251367,18.9146713333333,0.999699935803584,0.069612,0.621052246038625
"T15_120_C_16","T15","120","C","3","2","2017","3/2/2017","16","1",NA,0.0512155136038726,0.00544066666666666,0.746192458582604,20.782838,0.90971306544041,0.000856666666666659,-0.452870345272583
"T15_160_A_16","T15","160","A","3","2","2017","3/2/2017","16","1",NA,0.0685365813564135,0.00751266666666666,0.96656064155388,22.2610653333333,0.989916125479264,-0.0194366666666667,0.0838210358334031
"T15_160_B_16","T15","160","B","3","2","2017","3/2/2017","16","1",NA,0.519675973915387,0.0578146666666667,0.990932815399422,17.130068,0.983040648589641,0.001974,-0.267240279401257
"T15_160_C_16","T15","160","C","3","2","2017","3/2/2017","16","1",NA,0.0277429706392399,0.00333533333333333,0.90029928612548,29.1755686666667,0.998416688499187,-0.0101093333333333,-0.179183510011656
"T18_80_A_22","T18","80","A","3","2","2017","3/2/2017","22","1","1",0.0215054654349044,0.00274133333333333,0.789675806618922,27.1379473333333,0.99360614452787,0.00522999999999999,-0.447751677923285
"T18_80_B_22","T18","80","B","3","2","2017","3/2/2017","22","1","1",0.0476784149988628,0.00563066666666667,0.999279857215678,33.829068,0.972721112557566,0.0105513333333333,0.412716042177854
"T18_80_C_22","T18","80","C","3","2","2017","3/2/2017","22","1","1",0.000462222464240215,5.93333333333335e-05,-0.498636312770615,19.77284,0.926691310699441,-0.0106733333333333,0.7230526437942
"T18_120_A_22","T18","120","A","3","2","2017","3/2/2017","22","1",NA,0.0204314573784797,0.00259,0.961761176597062,23.6165366666667,0.955656268362664,0.0214666666666666,0.310603054460885
"T18_120_B_22","T18","120","B","3","2","2017","3/2/2017","22","1",NA,0.0902274536883743,0.0122886666666667,0.985692743718447,32.9519453333333,0.980076176475548,-0.0187746666666666,-0.27866498745025
"T18_120_C_22","T18","120","C","3","2","2017","3/2/2017","22","1",NA,0.0442947584970367,0.00531333333333333,0.917491640666795,20.9454813333333,0.988931035552901,0.00655466666666666,-0.165674783537132
"T18_160_A_22","T18","160","A","3","2","2017","3/2/2017","22","1",NA,0.0433382076541737,0.005456,0.991873860677953,26.058198,0.961061183875482,0.000406666666666672,-0.494236757293912
"T18_160_B_22","T18","160","B","3","2","2017","3/2/2017","22","1",NA,0.258885506854103,0.0299173333333333,0.996274659396485,27.267172,0.993018228570631,0.00992666666666666,-0.395205365288267
"T18_160_C_22","T18","160","C","3","2","2017","3/2/2017","22","1",NA,0.147353724897016,0.016712,0.964425543457743,31.83092,0.929956114921838,-0.00138199999999999,-0.461940041334007
"T27_80_A_21","T27","80","A","3","2","2017","3/2/2017","21","1","1",0.0464979336248883,0.00602333333333333,0.906683146748183,34.4315433333333,0.949804330443679,-0.00233466666666666,-0.397998823626738
"T27_80_B_21","T27","80","B","3","2","2017","3/2/2017","21","1","1",0.0764695005436495,0.00917733333333333,0.987094996810313,50.010146,0.970944995618594,0.0997393333333333,0.343354712608132
"T27_80_C_21","T27","80","C","3","2","2017","3/2/2017","21","1","1",0.0298560500841052,0.00389466666666667,0.886804544966934,19.4888053333333,0.97826684441714,-0.00563066666666668,-0.21621071846744
"T27_120_A_21","T27","120","A","3","2","2017","3/2/2017","21","1",NA,0.100940170403604,0.0130033333333333,0.976872560373835,37.264966,0.948046266094878,-0.00916533333333331,-0.46846169596111
"T27_120_B_21","T27","120","B","3","2","2017","3/2/2017","21","1",NA,0.289919066459986,0.0401266666666667,0.996872902196585,36.7254793333333,0.955859579081164,0.01156,0.420185144727561
"T27_120_C_21","T27","120","C","3","2","2017","3/2/2017","21","1",NA,0.0468852889137309,0.00571533333333333,0.923375464984473,18.8024426666667,0.982701312389238,-0.00186266666666666,-0.34406596883571
"T27_160_A_21","T27","160","A","3","2","2017","3/2/2017","21","1",NA,0.180782728840831,0.0231286666666667,0.994669569641287,27.886416,0.966279688612763,0.00251266666666665,-0.463343204540005
"T27_160_B_21","T27","160","B","3","2","2017","3/2/2017","21","1",NA,0.356377954230119,0.041852,0.933458330194409,15.437838,0.912236398635268,0.00796866666666667,-0.457528038444874
"T27_160_C_21","T27","160","C","3","2","2017","3/2/2017","21","1",NA,0.0790367442349357,0.00910933333333333,0.105041774549091,21.4832353333333,0.897166794955326,0.0506066666666666,0.628036777339388
"T15_80_A_22","T15","80","A","3","8","2017","3/8/2017","22","1","1",0.0220906918815569,0.002754,0.819875678397324,24.9088686666667,0.998017463858906,0.137212,0.489993503896433
"T15_80_B_22","T15","80","B","3","8","2017","3/8/2017","22","1","1",0.0585362484045389,0.007228,0.934038106345445,29.3212873333333,0.999927399186028,-0.01402,-0.0224355559988751
"T15_80_C_22","T15","80","C","3","8","2017","3/8/2017","22","1","1",0.0164052866549511,0.001682,0.838688131565389,25.254712,0.994707969859905,-0.00799,0.302205714137423
"T15_160_A_22","T15","160","A","3","8","2017","3/8/2017","22","1",NA,0.0196750158583074,0.001876,0.585054289738938,24.5403233333333,0.993190926168221,0.0223626666666667,0.604188812921985
"T15_160_B_22","T15","160","B","3","8","2017","3/8/2017","22","1",NA,-0.00710039483455123,-0.000718666666666666,-0.197517847412862,26.7109746666667,0.992573238179255,-0.00328333333333334,-0.310158302737645
"T15_160_C_22","T15","160","C","3","8","2017","3/8/2017","22","1",NA,0.00835754635886797,0.000850666666666665,0.836001400406992,19.3712166666667,0.98311047255742,0.00554400000000001,0.427146646493569
"T15_120_A_22","T15","120","A","3","8","2017","3/8/2017","22","1",NA,0.00117171265967357,0.000116,-0.489521796711689,20.9970333333333,0.993826637738272,-0.161932,0.442188165800012
"T15_120_B_22","T15","120","B","3","8","2017","3/8/2017","22","1",NA,0.121549701744567,0.011968,0.989238752093095,21.2882466666667,0.939271252880441,0.013086,-0.267513155665112
"T15_120_C_22","T15","120","C","3","8","2017","3/8/2017","22","1",NA,0.034512203151842,0.00353266666666667,0.542301890672523,29.7646313333333,0.97288065108459,-0.0379193333333333,-0.426480590464662
"T18_80_A_29","T18","80","A","3","9","2017","3/9/2017","29","1","1",-0.0087212817325346,-0.000986666666666667,-0.271301291198274,18.100802,0.968703113201292,0.015424,0.596306134552112
"T18_80_B_29","T18","80","B","3","9","2017","3/9/2017","29","1","1",0.0123568336537213,0.00139266666666667,0.00922582037912634,17.2792906666667,0.992954207854819,-0.000683999999999993,-0.483887500443881
"T18_80_C_29","T18","80","C","3","9","2017","3/9/2017","29","1","1",0.00782858855146085,0.000780666666666669,0.755489090792562,17.2152713333333,0.997739127861525,-0.00244866666666665,-0.406260227545213
"T18_120_A_29","T18","120","A","3","9","2017","3/9/2017","29","1",NA,0.015285636455024,0.00171333333333333,0.12027469679174,19.662754,0.993196259204865,0.003086,-0.299624487554669
"T18_120_B_29","T18","120","B","3","9","2017","3/9/2017","29","1",NA,0.0346137436546288,0.0033507468,0.88478483291077,18.63839598,0.972642745741193,0.00175700918,-0.496658931167782
"T18_120_C_29","T18","120","C","3","9","2017","3/9/2017","29","1",NA,0.0168307848297737,0.00190804352666666,0.853478159855639,19.642326808,0.931428239289274,-0.0073899835,0.167866933101667
"T18_160_A_29","T18","160","A","3","9","2017","3/9/2017","29","1",NA,0.0405568519493531,0.0042376791,0.955687731569622,25.1664880273333,0.994691641611887,-0.0261870417,-0.131055972927046
"T18_160_B_29","T18","160","B","3","9","2017","3/9/2017","29","1",NA,0.0912481087090552,0.0101184471733333,0.950263358531934,14.36944947,0.9671846328713,-0.0713645652466666,0.394250059929605
"T18_160_C_29","T18","160","C","3","9","2017","3/9/2017","29","1",NA,0.0579249179096261,0.00685144759333333,0.997436889010657,23.437102856,0.998631383436931,-0.00722278682666667,0.585206874435471
"T27_80_A_28","T27","80","A","3","9","2017","3/9/2017","28","1","1",0.0297655129833742,0.00347525118,0.969974663704905,23.7376498166667,0.997802114828509,0.00504485896666667,0.125637508496456
"T27_80_B_28","T27","80","B","3","9","2017","3/9/2017","28","1","1",-0.00310340178001086,-0.000357353659999998,-0.48635738564122,28.2641304380952,0.982140991405186,-0.000673025019047686,-0.999842187562151
"T27_80_C_28","T27","80","C","3","9","2017","3/9/2017","28","1","1",0.00450617928592846,0.000551999999999999,-0.271517696460708,17.3510087086667,0.964461382301783,0.00908963951333332,-0.308226584630486
"T27_120_A_28","T27","120","A","3","9","2017","3/9/2017","28","1",NA,0.0419491503986585,0.00433466666666667,0.999907187131463,23.3699479246667,0.997063761169458,-0.0460021529733333,0.620504706248295
"T27_120_B_28","T27","120","B","3","9","2017","3/9/2017","28","1",NA,0.14752054458007,0.01624,0.993110516068417,16.639446066,0.97974657822349,-0.000878647700000018,-0.474439635913648
"T27_120_C_28","T27","120","C","3","9","2017","3/9/2017","28","1",NA,0.027192845403301,0.00342,0.70625216573437,14.9933967326667,0.911927502663173,0.00532483780666667,-0.379641979771744
